"A_beautiful_mind_script" "fight_club_script" "Remember_script" "Secret_window_script" "Seven_script" "Shutter_island_script"
"представь" 0 0.00936066647945334 0.0104025798398003 0 0.0382701875239189 0
"представьте" 0.0400962309542903 0.00936066647945334 0 0 0 0
"прежде" 0.0267308206361935 0.0187213329589067 0.0104025798398003 0.0183016105417277 0 0
"прежнему" 0 0 0 0.0183016105417277 0 0
"презерватив" 0 0.0187213329589067 0 0 0 0
"прекрасный" 0 0 0 0.0183016105417277 0 0
"при" 0.0801924619085806 0.0374426659178133 0.0312077395194008 0.0915080527086384 0.0127567291746396 0.0516956162117452
"привет" 0.227211975407645 0.02808199943836 0.0208051596796005 0.183016105417277 0.0510269166985585 0.0516956162117452
"приготовить" 0 0.00936066647945334 0 0.0183016105417277 0 0
"приготовиться" 0 0.00936066647945334 0 0 0 0
"придет" 0 0 0 0 0.0127567291746396 0
"придется" 0 0.02808199943836 0 0.0183016105417277 0.0637836458731981 0
"придумал" 0 0.0187213329589067 0.0104025798398003 0.0183016105417277 0 0
"приказал" 0 0 0 0 0.0127567291746396 0
"примерно" 0 0 0.0104025798398003 0 0.0127567291746396 0.010339123242349
"примеру" 0.0133654103180968 0.00936066647945334 0.0104025798398003 0 0 0
"принимает" 0 0 0.0104025798398003 0 0 0
"принять" 0.0133654103180968 0 0 0 0 0
"приходится" 0 0 0.0208051596796005 0 0 0
"прихожу" 0 0.00936066647945334 0 0 0 0
"причин" 0.0133654103180968 0 0 0 0 0
"пришел" 0 0.0374426659178133 0 0.0366032210834553 0.0255134583492792 0
"пришла" 0 0 0.0208051596796005 0.0183016105417277 0 0
"пришлось" 0.0267308206361935 0 0.0104025798398003 0 0.0127567291746396 0.010339123242349
"про" 0 0.0468033323972667 0.145636117757204 0.0915080527086384 0.0637836458731981 0.0206782464846981
"проблем" 0.0133654103180968 0.0187213329589067 0 0 0.0255134583492792 0
"проблемой" 0 0 0.0104025798398003 0 0 0
"проблемы" 0.0400962309542903 0.0187213329589067 0.0104025798398003 0 0 0.0206782464846981
"провести" 0.0133654103180968 0 0.0104025798398003 0 0 0
"провода" 0 0.0187213329589067 0 0 0 0
"проводит" 0.0133654103180968 0 0 0 0.0127567291746396 0.0206782464846981
"проводить" 0 0.00936066647945334 0 0 0 0
"программа" 0 0.00936066647945334 0 0 0 0
"продолжает" 0.0133654103180968 0 0.0312077395194008 0 0 0
"продолжается" 0 0.0374426659178133 0 0 0 0
"продолжал" 0.0133654103180968 0.00936066647945334 0 0 0.0127567291746396 0
"проект" 0 0.0374426659178133 0 0 0 0
"проекта" 0 0.08424599831508 0 0 0 0
"проектор" 0 0.0187213329589067 0 0 0 0
"проиграть" 0.0133654103180968 0.00936066647945334 0 0 0 0
"производства" 0 0.00936066647945334 0 0 0 0
"произошло" 0.0267308206361935 0.0655246653561734 0.0624154790388016 0.0183016105417277 0.0127567291746396 0
"происходит" 0.0534616412723871 0.05616399887672 0.0208051596796005 0.0366032210834553 0.0255134583492792 0.0413564929693962
"пропало" 0 0.0187213329589067 0 0 0 0
"пропустить" 0.0133654103180968 0 0 0 0.0127567291746396 0
"просветление" 0 0.00936066647945334 0 0 0 0
"просил" 0.0133654103180968 0.02808199943836 0.0208051596796005 0 0.0127567291746396 0
"проскочила" 0 0.00936066647945334 0 0 0 0
"проснулся" 0 0 0.0520128991990014 0 0 0
"проснуться" 0 0.00936066647945334 0 0.0183016105417277 0 0.010339123242349
"проспал" 0 0 0 0.0366032210834553 0 0
"просто" 0.173750334135258 0.121688664232893 0.624154790388016 0.201317715959004 0.34443168771527 0.165425971877585
"пространство" 0 0 0.0104025798398003 0 0 0
"просыпаешься" 0 0.0187213329589067 0.0104025798398003 0 0 0
"просыпаюсь" 0 0.00936066647945334 0 0 0 0
"против" 0 0 0.0104025798398003 0.0732064421669107 0.0255134583492792 0.0310173697270471
"профсоюз" 0 0 0 0 0.0127567291746396 0
"проходят" 0 0 0 0 0.0127567291746396 0
"прошла" 0 0 0 0 0 0.010339123242349
"прошли" 0.0267308206361935 0.00936066647945334 0 0 0 0
"прошлой" 0 0 0.0104025798398003 0 0 0.0413564929693962
"прошлый" 0.0133654103180968 0 0 0 0 0
"прямо" 0.0133654103180968 0.02808199943836 0.0416103193592011 0.0366032210834553 0.0765403750478377 0.010339123242349
"птица" 0.0133654103180968 0 0 0 0 0
"пули" 0 0 0 0 0.0127567291746396 0
"пустое" 0 0 0.0104025798398003 0 0 0
"пустой" 0.0133654103180968 0 0 0 0 0.0206782464846981
"пусть" 0 0.02808199943836 0 0.054904831625183 0.0637836458731981 0.0206782464846981
"пути" 0.0400962309542903 0.00936066647945334 0 0.0366032210834553 0.0127567291746396 0
"пчелы" 0 0.00936066647945334 0 0 0 0
"пытается" 0.0133654103180968 0 0.0416103193592011 0.0366032210834553 0 0
"пытался" 0 0 0.0104025798398003 0 0 0
"пытаюсь" 0.0133654103180968 0.0187213329589067 0.0104025798398003 0.0366032210834553 0.0127567291746396 0.010339123242349
"пяти" 0 0.00936066647945334 0 0.0183016105417277 0 0
"пятки" 0 0 0 0.0183016105417277 0 0
"пятнадцать" 0 0 0 0.0183016105417277 0.0127567291746396 0
"пятницу" 0.0133654103180968 0.00936066647945334 0 0.0183016105417277 0.0127567291746396 0
"пятое" 0 0.00936066647945334 0 0 0 0
"пять" 0 0 0 0.0183016105417277 0.102053833397117 0
"работ" 0.0267308206361935 0 0 0 0 0
"работа" 0.160384923817161 0.02808199943836 0.0104025798398003 0.0183016105417277 0.102053833397117 0.0310173697270471
"работает" 0.0133654103180968 0.0187213329589067 0.0312077395194008 0 0.0127567291746396 0.0206782464846981
"работаешь" 0.0133654103180968 0.00936066647945334 0 0 0 0.010339123242349
"работал" 0.0400962309542903 0.0468033323972667 0.0104025798398003 0.0183016105417277 0.0127567291746396 0.0413564929693962
"работать" 0.0801924619085806 0.00936066647945334 0.0520128991990014 0 0.0255134583492792 0
"работаю" 0.0668270515904838 0 0 0 0 0.010339123242349
"работе" 0.0801924619085806 0 0.0104025798398003 0.0366032210834553 0 0.010339123242349
"работой" 0.0133654103180968 0 0 0 0 0
"работу" 0.0668270515904838 0.0655246653561734 0.0104025798398003 0 0.0510269166985585 0.0206782464846981
"работы" 0.0534616412723871 0.00936066647945334 0 0 0.0255134583492792 0
"равна" 0.0133654103180968 0 0 0 0 0
"равно" 0 0.02808199943836 0.0936232185582024 0 0.0510269166985585 0
"ради" 0.0133654103180968 0.02808199943836 0.0208051596796005 0 0.0127567291746396 0.0723738626964433
"радио" 0.0133654103180968 0 0.0208051596796005 0.0183016105417277 0 0
"раз" 0.187115744453355 0.05616399887672 0.104025798398003 0.146412884333821 0.0892971042224774 0.0620347394540943
"раза" 0 0 0 0 0.0127567291746396 0.010339123242349
"разбитым" 0 0 0 0 0 0.010339123242349
"разве" 0.0267308206361935 0.0187213329589067 0.0624154790388016 0 0.0255134583492792 0.0413564929693962
"разговаривать" 0.0133654103180968 0 0.0104025798398003 0.0183016105417277 0 0
"разгром" 0 0.121688664232893 0 0 0 0
"размером" 0 0 0 0 0.0127567291746396 0
"разница" 0 0.00936066647945334 0.0104025798398003 0 0.0255134583492792 0
"разных" 0.0133654103180968 0.00936066647945334 0 0 0 0.010339123242349
"разрешил" 0 0 0 0 0.0127567291746396 0
"разу" 0 0.0468033323972667 0 0 0.0382701875239189 0.010339123242349
"разумеется" 0 0.00936066647945334 0 0 0 0
"рак" 0 0.0374426659178133 0 0 0 0
"рака" 0 0.02808199943836 0 0 0 0
"раком" 0 0.0468033323972667 0 0 0 0
"рано" 0 0.00936066647945334 0 0 0.0510269166985585 0
"раньше" 0.0400962309542903 0.08424599831508 0.0832206387184022 0.0366032210834553 0.0255134583492792 0.0413564929693962
"распоряжении" 0 0 0 0 0.0127567291746396 0
"расскажи" 0.0267308206361935 0 0.0104025798398003 0 0.0127567291746396 0.0310173697270471
"расскажу" 0.0133654103180968 0 0 0 0 0
"рассказал" 0 0 0.0520128991990014 0.0183016105417277 0 0.0206782464846981
"рассказала" 0 0 0.0208051596796005 0 0 0.010339123242349
"рассказать" 0.0400962309542903 0.0187213329589067 0.0104025798398003 0 0.0127567291746396 0
"рассказывает" 0 0 0.0104025798398003 0 0 0
"рассказывать" 0.0133654103180968 0 0.0208051596796005 0 0 0
"рассказываю" 0 0.00936066647945334 0.0104025798398003 0 0 0
"рассмотреть" 0 0 0 0.0366032210834553 0 0
"расстоянии" 0 0 0 0 0.0127567291746396 0
"растений" 0 0 0 0 0 0.010339123242349
"ребенка" 0 0.00936066647945334 0 0.0183016105417277 0.0637836458731981 0
"ребята" 0.0133654103180968 0.0374426659178133 0.0416103193592011 0 0.0382701875239189 0.0310173697270471
"редко" 0 0 0.0104025798398003 0.0183016105417277 0 0
"резиновая" 0 0.00936066647945334 0 0 0 0
"результат" 0.0400962309542903 0.00936066647945334 0 0 0 0
"реку" 0 0.00936066647945334 0 0 0 0
"ресторанах" 0 0.00936066647945334 0 0 0 0
"речи" 0 0 0 0 0.0127567291746396 0
"ржавые" 0 0.0187213329589067 0 0 0 0
"рисунок" 0 0.00936066647945334 0 0 0 0
"роберт" 0 0.05616399887672 0 0 0 0
"ровно" 0 0 0 0.0183016105417277 0.0510269166985585 0.010339123242349
"роде" 0 0 0 0 0 0.010339123242349
"родители" 0 0.0187213329589067 0 0 0.0127567291746396 0
"рождения" 0.0133654103180968 0 0 0 0 0
"рожу" 0 0 0 0 0.0127567291746396 0
"рокфеллер" 0 0.00936066647945334 0 0 0 0
"роль" 0 0 0 0 0.0127567291746396 0
"рот" 0.0133654103180968 0.00936066647945334 0.0104025798398003 0 0.0255134583492792 0
"рта" 0 0 0 0.0183016105417277 0 0
"рту" 0 0.00936066647945334 0 0 0 0
"рубашки" 0 0.02808199943836 0 0 0 0
"рук" 0 0 0 0.0183016105417277 0.0127567291746396 0.010339123242349
"рука" 0 0.00936066647945334 0 0 0.0127567291746396 0.010339123242349
"руками" 0 0 0 0 0 0.010339123242349
"руках" 0.0267308206361935 0.00936066647945334 0 0 0.0255134583492792 0.0516956162117452
"руке" 0 0 0.0208051596796005 0 0.0127567291746396 0.010339123242349
"руки" 0.0133654103180968 0.0187213329589067 0 0.0183016105417277 0.0510269166985585 0.0206782464846981
"руку" 0 0.0374426659178133 0 0 0.0255134583492792 0.010339123242349
"ручку" 0 0 0.114428378237803 0 0 0
"рыдал" 0 0.00936066647945334 0 0 0 0
"рядом" 0.0133654103180968 0.0468033323972667 0 0.054904831625183 0.0382701875239189 0.010339123242349
"с" 0.761828388131516 0.75821398483572 0.821803807344221 1.22620790629575 0.714376833779819 1.00289495450786
"сад" 0 0.00936066647945334 0 0.054904831625183 0.0255134583492792 0
"саду" 0 0.00936066647945334 0 0.0366032210834553 0 0
"сало" 0 0.0187213329589067 0 0 0 0
"сам" 0.0668270515904838 0.0468033323972667 0.0832206387184022 0.0183016105417277 0.140324020921036 0.0206782464846981
"сама" 0.0133654103180968 0.00936066647945334 0 0 0.0255134583492792 0
"сами" 0.0133654103180968 0.00936066647945334 0.0104025798398003 0.0183016105417277 0 0.0413564929693962
"самого" 0.0400962309542903 0 0.0208051596796005 0.0366032210834553 0.0127567291746396 0.0310173697270471
"самое" 0.0267308206361935 0.0655246653561734 0.0104025798398003 0.0732064421669107 0.0892971042224774 0.0827129859387924
"самой" 0 0 0 0 0 0.010339123242349
"самолет" 0 0.00936066647945334 0 0 0 0
"самолетах" 0 0.00936066647945334 0 0 0 0
"самом" 0.0801924619085806 0 0.0832206387184022 0.0366032210834553 0.0127567291746396 0
"саморазрушение" 0 0.00936066647945334 0 0 0 0
"самые" 0.0133654103180968 0 0 0 0.0127567291746396 0.010339123242349
"самый" 0.0267308206361935 0.02808199943836 0.0104025798398003 0 0.0382701875239189 0.010339123242349
"самым" 0.0267308206361935 0.00936066647945334 0.0208051596796005 0.0183016105417277 0 0
"самых" 0 0.00936066647945334 0 0 0 0.010339123242349
"свет" 0.0400962309542903 0 0 0 0.0382701875239189 0
"света" 0 0.0187213329589067 0 0 0.0127567291746396 0
"свете" 0.0133654103180968 0.0374426659178133 0.0208051596796005 0 0 0.010339123242349
"свое" 0 0 0.0104025798398003 0 0.0382701875239189 0
"своего" 0.0133654103180968 0.00936066647945334 0.0312077395194008 0 0.0255134583492792 0.010339123242349
"своей" 0.0801924619085806 0.05616399887672 0.0208051596796005 0.0366032210834553 0.102053833397117 0.0310173697270471
"своему" 0 0 0.0208051596796005 0.0183016105417277 0 0
"свои" 0.0267308206361935 0.02808199943836 0.0832206387184022 0.0732064421669107 0.0255134583492792 0.0206782464846981
"своим" 0.0133654103180968 0.02808199943836 0.0208051596796005 0.0183016105417277 0.0127567291746396 0
"своими" 0 0 0 0.0183016105417277 0.0127567291746396 0
"своих" 0.0668270515904838 0.00936066647945334 0.0104025798398003 0.0183016105417277 0.0382701875239189 0.0620347394540943
"свой" 0.0400962309542903 0.02808199943836 0.0312077395194008 0.0366032210834553 0.0510269166985585 0.010339123242349
"свою" 0.0534616412723871 0.0374426659178133 0.114428378237803 0.0915080527086384 0.0637836458731981 0.0723738626964433
"связь" 0.0133654103180968 0 0 0 0 0.010339123242349
"сделает" 0.0133654103180968 0.00936066647945334 0.0208051596796005 0 0 0.010339123242349
"сделал" 0 0.0468033323972667 0.145636117757204 0.054904831625183 0.0892971042224774 0.0310173697270471
"сделать" 0.0400962309542903 0.02808199943836 0.0416103193592011 0.0915080527086384 0.0255134583492792 0.0930521091811414
"сделаю" 0 0 0.0104025798398003 0 0 0
"себе" 0.106923282544774 0.11232799775344 0.135233537917404 0.0732064421669107 0.0892971042224774 0.0620347394540943
"себя" 0.173750334135258 0.08424599831508 0.176843857276605 0.054904831625183 0.0637836458731981 0.124069478908189
"сегодня" 0.0801924619085806 0.00936066647945334 0.0312077395194008 0.0366032210834553 0.0892971042224774 0.0827129859387924
"сейчас" 0.133654103180968 0.0936066647945334 0.0936232185582024 0.0732064421669107 0.178594208444955 0.175765095119934
"секретной" 0.0267308206361935 0 0 0 0 0
"секс" 0.0133654103180968 0.0187213329589067 0 0 0 0
"секунд" 0 0.02808199943836 0.0208051596796005 0 0.0255134583492792 0
"секунду" 0.0267308206361935 0.0187213329589067 0.0208051596796005 0.0183016105417277 0 0
"секунды" 0.0133654103180968 0 0 0 0 0
"семи" 0 0 0 0.0183016105417277 0.0255134583492792 0
"семь" 0 0 0 0.0183016105417277 0.0637836458731981 0
"семью" 0 0.00936066647945334 0 0 0 0
"сервиз" 0 0.00936066647945334 0 0 0 0
"сердце" 0 0.00936066647945334 0 0 0.0127567291746396 0.010339123242349
"серьезно" 0 0.0374426659178133 0 0.0366032210834553 0.0255134583492792 0
"сестра" 0.0133654103180968 0 0 0.0366032210834553 0 0
"сесть" 0 0 0.0104025798398003 0 0.0127567291746396 0
"сжечь" 0 0 0.0104025798398003 0 0 0
"сжигали" 0 0.00936066647945334 0 0 0 0
"сзади" 0 0 0.0104025798398003 0 0 0
"сигарету" 0.0133654103180968 0.00936066647945334 0 0 0 0.010339123242349
"сигареты" 0 0 0 0.0183016105417277 0 0.0413564929693962
"сигнал" 0 0.0187213329589067 0.0312077395194008 0 0 0
"сидел" 0 0 0 0 0.0255134583492792 0
"сиденье" 0 0.00936066647945334 0 0 0 0
"сидит" 0 0 0 0 0.0382701875239189 0.010339123242349
"сидя" 0.0133654103180968 0 0.0104025798398003 0 0 0
"сижу" 0.0133654103180968 0 0 0 0 0
"сильнее" 0 0.00936066647945334 0 0.0183016105417277 0 0
"сильно" 0 0.00936066647945334 0.0312077395194008 0.0183016105417277 0.0127567291746396 0.0413564929693962
"сильный" 0.0133654103180968 0 0 0 0 0
"симулянтка" 0 0.00936066647945334 0 0 0 0
"синяки" 0 0 0 0.054904831625183 0 0
"системы" 0 0 0.0104025798398003 0 0 0
"сих" 0 0.00936066647945334 0.0104025798398003 0 0.0255134583492792 0
"сиэтле" 0 0 0 0 0 0.0206782464846981
"скажешь" 0.0267308206361935 0.0187213329589067 0 0 0.0127567291746396 0
"скажи" 0.0668270515904838 0.0748853318356267 0.0208051596796005 0.0366032210834553 0.0510269166985585 0.0310173697270471
"скажу" 0.0133654103180968 0.00936066647945334 0.0104025798398003 0.0366032210834553 0.0255134583492792 0.0310173697270471
"сказал" 0.120288692862871 0.02808199943836 0.135233537917404 0.109809663250366 0.165837479270315 0.144747725392887
"сказала" 0.0400962309542903 0.00936066647945334 0.0104025798398003 0.054904831625183 0 0.0620347394540943
"сказали" 0.0133654103180968 0 0.0208051596796005 0.0366032210834553 0 0.0827129859387924
"сказать" 0.0133654103180968 0.05616399887672 0.0728180588786019 0.109809663250366 0.114810562571757 0.0827129859387924
"сквозь" 0 0.02808199943836 0 0 0 0.010339123242349
"скелет" 0 0.00936066647945334 0 0 0 0
"сколько" 0 0.02808199943836 0.0520128991990014 0.0183016105417277 0.0382701875239189 0.0310173697270471
"скорее" 0 0.0187213329589067 0.0208051596796005 0.0183016105417277 0.0127567291746396 0.0206782464846981
"скоро" 0 0.00936066647945334 0.0208051596796005 0.0183016105417277 0.0127567291746396 0.010339123242349
"скорости" 0.0133654103180968 0 0 0 0 0
"скоростью" 0.0133654103180968 0.00936066647945334 0 0 0 0
"слегка" 0 0 0 0.0183016105417277 0 0.010339123242349
"следить" 0 0 0.0104025798398003 0 0 0.010339123242349
"следователь" 0 0 0 0 0.0127567291746396 0
"следом" 0 0 0 0 0 0.010339123242349
"следует" 0 0 0.0208051596796005 0.0183016105417277 0 0
"следующей" 0 0.00936066647945334 0 0 0 0
"следующий" 0.0133654103180968 0.00936066647945334 0.0208051596796005 0 0 0.0206782464846981
"следующим" 0.0267308206361935 0 0 0 0.0127567291746396 0
"следы" 0.0133654103180968 0.0468033323972667 0.0104025798398003 0 0.0382701875239189 0
"следят" 0.0133654103180968 0 0 0 0 0
"слез" 0 0.00936066647945334 0 0 0 0
"слишком" 0.0534616412723871 0.0748853318356267 0.0832206387184022 0.0183016105417277 0.0510269166985585 0.0620347394540943
"слов" 0 0.00936066647945334 0 0 0.0127567291746396 0
"слова" 0 0.0187213329589067 0.0208051596796005 0 0 0.010339123242349
"словам" 0 0.0187213329589067 0 0.0366032210834553 0.0127567291746396 0
"словами" 0 0 0.0104025798398003 0 0.0127567291746396 0
"словах" 0 0.00936066647945334 0 0 0 0
"словно" 0 0 0.0104025798398003 0 0 0
"слово" 0.0267308206361935 0.02808199943836 0.0208051596796005 0 0.0127567291746396 0.0516956162117452
"словом" 0.0133654103180968 0 0 0 0 0
"сломанной" 0 0.00936066647945334 0 0 0 0
"службы" 0 0 0 0.0183016105417277 0 0.010339123242349
"слухи" 0 0.0187213329589067 0 0 0 0
"случае" 0.0267308206361935 0 0.0104025798398003 0.054904831625183 0.0255134583492792 0.0206782464846981
"случается" 0.0133654103180968 0 0 0 0 0
"случай" 0 0.00936066647945334 0.0104025798398003 0.0183016105417277 0.0127567291746396 0
"случайно" 0.0133654103180968 0 0.0104025798398003 0 0.0255134583492792 0
"случаются" 0 0.00936066647945334 0 0 0 0
"случаях" 0.0133654103180968 0 0.0104025798398003 0 0 0.0206782464846981
"случилось" 0.0133654103180968 0.0187213329589067 0.124830958077603 0.109809663250366 0.0765403750478377 0.0310173697270471
"случится" 0 0 0.0104025798398003 0 0.0127567291746396 0
"слушай" 0.0133654103180968 0.0655246653561734 0.0208051596796005 0.146412884333821 0.0892971042224774 0.0206782464846981
"слушать" 0.0133654103180968 0.0468033323972667 0.0104025798398003 0.0183016105417277 0.0255134583492792 0.010339123242349
"слышали" 0 0 0 0 0.0127567291746396 0.0413564929693962
"слышно" 0.0133654103180968 0 0 0 0 0
"слышу" 0 0 0 0 0.0255134583492792 0.010339123242349
"смеется" 0 0 0 0 0.0127567291746396 0
"смелее" 0 0 0 0 0 0.010339123242349
"смерти" 0 0.0468033323972667 0 0.0366032210834553 0 0.0206782464846981
"смерть" 0.0133654103180968 0.00936066647945334 0.0104025798398003 0.054904831625183 0.0255134583492792 0
"смесь" 0 0.00936066647945334 0 0 0 0
"смех" 0 0 0.0104025798398003 0 0.0127567291746396 0
"смог" 0.0400962309542903 0.0187213329589067 0.0312077395194008 0.054904831625183 0.0255134583492792 0.010339123242349
"смогу" 0.0534616412723871 0.00936066647945334 0.0208051596796005 0.0366032210834553 0.0255134583492792 0.010339123242349
"сможешь" 0.0267308206361935 0 0.0208051596796005 0 0.0127567291746396 0
"смотрел" 0 0 0.0208051596796005 0.0366032210834553 0.0255134583492792 0
"смотреть" 0.0400962309542903 0.0187213329589067 0.0208051596796005 0 0.0382701875239189 0
"смотри" 0.0133654103180968 0.0374426659178133 0.0312077395194008 0.0183016105417277 0.0382701875239189 0.010339123242349
"смотрит" 0.0267308206361935 0 0.0104025798398003 0 0.0127567291746396 0
"смотришь" 0 0 0.0104025798398003 0 0 0
"смотрю" 0.0133654103180968 0.0187213329589067 0.0104025798398003 0 0 0
"смотрят" 0 0.0187213329589067 0 0 0 0
"смысле" 0 0 0.0208051596796005 0.0366032210834553 0 0.010339123242349
"сна" 0 0 0 0 0.0127567291746396 0
"снаружи" 0 0 0 0 0 0.0206782464846981
"сначала" 0.0267308206361935 0.0187213329589067 0 0.0183016105417277 0 0.0206782464846981
"сне" 0 0.00936066647945334 0 0 0 0
"снежинки" 0 0.00936066647945334 0 0 0 0
"снимай" 0 0 0.0208051596796005 0 0 0
"снимать" 0 0.00936066647945334 0 0 0 0
"снова" 0.0935578722266774 0.00936066647945334 0.0728180588786019 0 0.0382701875239189 0.0516956162117452
"снотворного" 0 0 0 0 0.0127567291746396 0
"со" 0.133654103180968 0.149770663671253 0.104025798398003 0.146412884333821 0.127567291746396 0.0723738626964433
"собаку" 0 0 0 0.0366032210834553 0.0127567291746396 0
"собираешься" 0.0133654103180968 0 0 0 0 0.010339123242349
"собирался" 0.0133654103180968 0 0 0.0366032210834553 0.0127567291746396 0
"собираться" 0 0.0187213329589067 0 0 0 0
"собираются" 0.0133654103180968 0 0 0 0 0.010339123242349
"собой" 0.0267308206361935 0.00936066647945334 0.0312077395194008 0.0366032210834553 0.0382701875239189 0.0310173697270471
"собрались" 0.0133654103180968 0 0 0 0 0
"собрался" 0 0 0 0.0183016105417277 0.0127567291746396 0
"собрание" 0 0.00936066647945334 0 0 0 0.0206782464846981
"собрания" 0 0.00936066647945334 0 0 0 0
"собственного" 0 0 0 0.0183016105417277 0 0.010339123242349
"собственной" 0 0 0 0 0.0127567291746396 0
"собственную" 0 0 0.0208051596796005 0 0 0
"собственных" 0 0 0.0208051596796005 0 0 0.010339123242349
"совершенно" 0.0133654103180968 0.00936066647945334 0.0312077395194008 0 0.0127567291746396 0
"совсем" 0.0400962309542903 0.0655246653561734 0.0312077395194008 0.0366032210834553 0.0510269166985585 0.0206782464846981
"содержание" 0 0 0 0.0183016105417277 0 0
"сожалению" 0 0 0 0 0 0.010339123242349
"создал" 0 0.02808199943836 0 0.0183016105417277 0 0.0206782464846981
"сознания" 0 0 0 0 0 0.010339123242349
"сон" 0 0.00936066647945334 0 0 0 0.010339123242349
"сорок" 0 0.00936066647945334 0.0104025798398003 0 0.0127567291746396 0
"соседа" 0.0133654103180968 0 0 0 0 0
"соседству" 0 0.0187213329589067 0 0 0 0
"сосредоточиться" 0 0 0.0104025798398003 0 0.0127567291746396 0
"состоит" 0 0.00936066647945334 0 0 0 0
"состояние" 0 0 0 0 0 0.0206782464846981
"состоянии" 0.0400962309542903 0 0.0104025798398003 0 0 0
"сотен" 0 0.00936066647945334 0 0 0 0
"сотни" 0 0 0 0 0 0.010339123242349
"союза" 0.0267308206361935 0 0 0 0 0
"спал" 0 0.02808199943836 0.0104025798398003 0.0366032210834553 0 0
"спас" 0 0 0 0 0.0127567291746396 0.0206782464846981
"спасение" 0 0.00936066647945334 0 0 0 0
"спасения" 0 0.00936066647945334 0 0 0.0127567291746396 0
"спасибо" 0.347500668270516 0.159131330150707 0.124830958077603 0.164714494875549 0.178594208444955 0.0310173697270471
"спать" 0.0133654103180968 0.0468033323972667 0 0.0183016105417277 0.0127567291746396 0
"спине" 0 0 0 0 0.0127567291746396 0
"список" 0.0133654103180968 0.00936066647945334 0.0104025798398003 0.0366032210834553 0.0382701875239189 0
"сплю" 0 0.0374426659178133 0 0 0 0
"спокойно" 0.0133654103180968 0 0 0 0.0127567291746396 0.0206782464846981
"способа" 0.0133654103180968 0 0 0 0 0
"справа" 0 0 0 0 0 0.010339123242349
"справимся" 0 0 0 0 0 0.010339123242349
"справиться" 0 0 0.0104025798398003 0 0 0
"спрашивали" 0 0 0 0 0 0.010339123242349
"спрашиваю" 0.0133654103180968 0.02808199943836 0 0 0 0
"спрашивают" 0 0.00936066647945334 0 0 0 0
"спросил" 0.0133654103180968 0 0 0 0.0255134583492792 0.0206782464846981
"спросить" 0.0133654103180968 0.02808199943836 0.0208051596796005 0 0.0127567291746396 0.0206782464846981
"спят" 0 0.02808199943836 0 0 0 0
"сразу" 0.0133654103180968 0.02808199943836 0.0624154790388016 0 0.0765403750478377 0.0206782464846981
"среди" 0.0133654103180968 0.05616399887672 0 0 0 0
"срочно" 0.0133654103180968 0.00936066647945334 0.0104025798398003 0 0 0.010339123242349
"стал" 0.0133654103180968 0.0374426659178133 0.0416103193592011 0.0366032210834553 0 0.0206782464846981
"стала" 0.0133654103180968 0.0187213329589067 0 0 0 0.0206782464846981
"стали" 0 0.00936066647945334 0 0.0183016105417277 0 0.010339123242349
"стало" 0.0267308206361935 0.00936066647945334 0 0 0.0127567291746396 0.0413564929693962
"станем" 0 0.00936066647945334 0 0 0 0
"станет" 0.0133654103180968 0.0187213329589067 0 0.054904831625183 0 0.010339123242349
"становится" 0.0133654103180968 0.00936066647945334 0.0416103193592011 0 0 0.010339123242349
"становятся" 0 0 0 0 0 0.010339123242349
"стар" 0 0.02808199943836 0 0 0 0
"старый" 0 0.00936066647945334 0.0104025798398003 0 0 0
"стать" 0 0.0187213329589067 0 0 0.0382701875239189 0.010339123242349
"ствол" 0 0 0 0 0 0.010339123242349
"стекла" 0.0133654103180968 0 0.0104025798398003 0 0 0
"стекло" 0 0.00936066647945334 0 0 0 0
"стен" 0.0267308206361935 0.00936066647945334 0 0 0 0
"стене" 0 0 0 0 0.0255134583492792 0
"стенки" 0 0 0 0 0.0127567291746396 0
"стены" 0 0 0 0 0 0.010339123242349
"сто" 0.0133654103180968 0 0.0104025798398003 0.0366032210834553 0 0
"стоило" 0 0.00936066647945334 0.0104025798398003 0 0.0127567291746396 0
"стоимость" 0 0.00936066647945334 0 0 0 0
"стоит" 0.0534616412723871 0.00936066647945334 0.0416103193592011 0.0366032210834553 0.0127567291746396 0.010339123242349
"стоишь" 0 0 0 0 0 0.010339123242349
"стой" 0 0.0187213329589067 0 0.0183016105417277 0.0127567291746396 0.0206782464846981
"стол" 0 0 0 0.0183016105417277 0.0127567291746396 0
"стола" 0 0 0 0.0183016105417277 0 0.010339123242349
"столе" 0 0 0 0 0.0127567291746396 0
"столкновения" 0 0 0.0104025798398003 0 0 0
"столовой" 0 0 0 0 0 0.010339123242349
"столом" 0 0 0 0 0.0127567291746396 0
"столько" 0 0.00936066647945334 0.0104025798398003 0.0183016105417277 0.0382701875239189 0.0206782464846981
"стороне" 0 0 0.0208051596796005 0.0366032210834553 0.0127567291746396 0
"сторону" 0 0 0 0 0 0.0206782464846981
"стороны" 0 0.00936066647945334 0.0104025798398003 0.0366032210834553 0 0.0206782464846981
"стою" 0.0133654103180968 0 0 0.0183016105417277 0 0
"стояли" 0 0.00936066647945334 0 0.0183016105417277 0 0
"стоят" 0 0.00936066647945334 0 0.0183016105417277 0 0
"стоять" 0.0133654103180968 0.00936066647945334 0 0 0.0255134583492792 0.010339123242349
"страдал" 0 0 0 0 0.0127567291746396 0
