"A_beautiful_mind_script" "fight_club_script" "Remember_script" "Secret_window_script" "Seven_script" "Shutter_island_script"
"имел" 0 0.00936066647945334 0.0104025798398003 0 0 0
"имена" 0 0.00936066647945334 0 0 0 0.010339123242349
"именем" 0 0 0 0.054904831625183 0 0
"имени" 0 0.0374426659178133 0.0416103193592011 0 0.0255134583492792 0.0310173697270471
"именно" 0.0668270515904838 0.02808199943836 0.0312077395194008 0.0183016105417277 0.0510269166985585 0.0413564929693962
"иметь" 0.0267308206361935 0.00936066647945334 0.0312077395194008 0 0.0127567291746396 0
"имею" 0 0.0187213329589067 0 0 0.0127567291746396 0.010339123242349
"имеют" 0.0133654103180968 0 0 0.0183016105417277 0 0.010339123242349
"ими" 0.0133654103180968 0 0 0 0 0
"имущество" 0 0.00936066647945334 0 0 0 0
"имя" 0.0400962309542903 0.08424599831508 0.0832206387184022 0.0183016105417277 0.0382701875239189 0
"иначе" 0.0133654103180968 0.02808199943836 0.0208051596796005 0.054904831625183 0.0127567291746396 0
"индии" 0 0.00936066647945334 0 0 0 0
"иногда" 0.106923282544774 0.0468033323972667 0.0104025798398003 0.0183016105417277 0 0.0310173697270471
"интересно" 0.0133654103180968 0.02808199943836 0.0104025798398003 0.0366032210834553 0.0637836458731981 0
"информации" 0.0400962309542903 0 0.0208051596796005 0 0 0
"исключением" 0 0 0.0208051596796005 0 0.0127567291746396 0
"искра" 0 0.00936066647945334 0 0 0 0
"использовали" 0 0 0 0 0 0.010339123242349
"использовать" 0 0 0.0312077395194008 0 0 0
"используют" 0 0.0187213329589067 0 0 0 0
"испытания" 0.0133654103180968 0 0 0 0 0
"историей" 0 0 0 0.0183016105417277 0 0
"истории" 0 0.02808199943836 0 0.0183016105417277 0.0382701875239189 0
"историю" 0.0133654103180968 0 0 0 0 0.010339123242349
"исчез" 0.0267308206361935 0.02808199943836 0 0 0 0.0310173697270471
"исчезает" 0.0133654103180968 0 0.0416103193592011 0 0 0
"итак" 0.0400962309542903 0.00936066647945334 0.0832206387184022 0.0183016105417277 0.0255134583492792 0.0310173697270471
"их" 0.240577385725742 0.0748853318356267 0.104025798398003 0.0915080527086384 0.153080750095675 0.382547559966915
"йорк" 0 0 0 0.0366032210834553 0 0
"к" 0.49452018176958 0.33698399326032 0.176843857276605 0.366032210834553 0.306161500191351 0.258478081058726
"кабинет" 0.0400962309542903 0 0 0 0 0
"кадиллак" 0 0 0 0.0183016105417277 0 0
"кадры" 0 0.0187213329589067 0 0 0 0
"каждая" 0 0.00936066647945334 0 0 0 0
"каждого" 0.0133654103180968 0.02808199943836 0 0 0.0255134583492792 0.0206782464846981
"каждое" 0.0133654103180968 0 0 0.0183016105417277 0 0
"каждой" 0.0133654103180968 0 0 0 0.0127567291746396 0
"каждом" 0 0 0 0 0.0255134583492792 0
"каждому" 0 0 0 0 0 0.010339123242349
"каждую" 0 0.0187213329589067 0.0104025798398003 0 0.0127567291746396 0.0516956162117452
"каждый" 0.133654103180968 0.0468033323972667 0.0520128991990014 0.0183016105417277 0.0765403750478377 0.010339123242349
"каждым" 0.0133654103180968 0.00936066647945334 0.0104025798398003 0 0 0
"кажется" 0.0935578722266774 0.02808199943836 0.0832206387184022 0.109809663250366 0.0637836458731981 0.010339123242349
"казалось" 0 0.0468033323972667 0.0208051596796005 0.0183016105417277 0.0127567291746396 0
"казаться" 0.0133654103180968 0.00936066647945334 0.0104025798398003 0 0 0
"как" 0.521251002405774 0.599082654685014 0.905024446062624 0.677159590043924 0.765403750478377 0.86848635235732
"какая" 0.0133654103180968 0.0468033323972667 0.0416103193592011 0.0183016105417277 0.0510269166985585 0.0206782464846981
"какие" 0.0668270515904838 0.0187213329589067 0.0104025798398003 0.0366032210834553 0.0255134583492792 0
"каким" 0.0133654103180968 0 0.0416103193592011 0.054904831625183 0.0127567291746396 0.0206782464846981
"какого" 0 0.02808199943836 0.0728180588786019 0.0366032210834553 0.0382701875239189 0.010339123242349
"какое" 0.0267308206361935 0.02808199943836 0.0416103193592011 0 0.0255134583492792 0.010339123242349
"какой" 0.0534616412723871 0.08424599831508 0.0520128991990014 0.0732064421669107 0.0892971042224774 0.0620347394540943
"какую" 0.0267308206361935 0.0187213329589067 0.0208051596796005 0 0.0382701875239189 0.0206782464846981
"карьера" 0 0 0 0 0 0.010339123242349
"касается" 0.0133654103180968 0.00936066647945334 0.0104025798398003 0.0366032210834553 0.0255134583492792 0
"касающихся" 0.0133654103180968 0 0 0 0 0
"качестве" 0 0.00936066647945334 0 0 0 0
"квартир" 0 0.00936066647945334 0 0 0 0
"квартира" 0 0.00936066647945334 0 0 0 0.010339123242349
"квартире" 0 0 0 0 0 0.010339123242349
"квартиру" 0 0.0187213329589067 0 0 0.0382701875239189 0.010339123242349
"кем" 0.0400962309542903 0.0748853318356267 0.104025798398003 0.0366032210834553 0.0255134583492792 0.0206782464846981
"киномехаником" 0 0.0187213329589067 0 0 0 0
"кислоты" 0 0.00936066647945334 0 0 0 0
"кишечника" 0 0.0187213329589067 0 0 0 0
"кладезь" 0.0133654103180968 0 0 0 0 0
"классный" 0 0.00936066647945334 0 0 0 0
"клево" 0 0 0 0 0.0127567291746396 0
"клуб" 0 0.11232799775344 0 0 0 0
"клуба" 0 0.0936066647945334 0 0 0 0
"клубе" 0 0.08424599831508 0 0 0 0
"книгу" 0.0400962309542903 0 0.0104025798398003 0 0.0255134583492792 0
"ко" 0.0534616412723871 0.02808199943836 0.0416103193592011 0 0.0127567291746396 0
"когда" 0.160384923817161 0.30890199382196 0.364090294393009 0.23792093704246 0.242377854318153 0.248138957816377
"кого" 0.0400962309542903 0.02808199943836 0.104025798398003 0.0366032210834553 0.0892971042224774 0.0827129859387924
"кое" 0.0267308206361935 0.00936066647945334 0.0936232185582024 0.054904831625183 0.0255134583492792 0
"коем" 0 0 0 0 0.0127567291746396 0
"кожу" 0 0 0 0 0.0255134583492792 0.010339123242349
"колени" 0 0.00936066647945334 0 0 0 0
"коленях" 0 0.00936066647945334 0 0 0 0
"колеса" 0.0133654103180968 0 0 0 0 0
"колесо" 0.0133654103180968 0 0 0 0 0
"количество" 0 0.00936066647945334 0 0 0 0.0206782464846981
"колледжа" 0.0133654103180968 0 0 0 0 0.010339123242349
"команда" 0.0133654103180968 0 0 0 0 0
"комиссар" 0 0.02808199943836 0 0 0 0
"комнате" 0.0400962309542903 0 0.0208051596796005 0 0.0382701875239189 0.0206782464846981
"комнату" 0 0.0187213329589067 0 0 0 0.0310173697270471
"комнаты" 0 0 0.0104025798398003 0 0 0
"компании" 0 0.0468033323972667 0.0416103193592011 0 0 0
"комплект" 0 0.00936066647945334 0 0 0 0
"компьютер" 0.0133654103180968 0.00936066647945334 0 0 0 0
"компьютере" 0 0 0 0 0.0127567291746396 0
"кому" 0.0133654103180968 0.0374426659178133 0.0312077395194008 0.0732064421669107 0 0.010339123242349
"кондоминиум" 0 0.0187213329589067 0 0 0 0
"кондоминиуме" 0 0.02808199943836 0 0 0 0
"конец" 0.0133654103180968 0.02808199943836 0 0.0366032210834553 0.0255134583492792 0.010339123242349
"конечно" 0.133654103180968 0.0374426659178133 0.0520128991990014 0.183016105417277 0.0892971042224774 0.10339123242349
"контроля" 0 0 0 0.0366032210834553 0 0
"конца" 0 0.0374426659178133 0 0 0.0255134583492792 0.010339123242349
"конце" 0.0133654103180968 0.00936066647945334 0.0104025798398003 0.0366032210834553 0 0
"концов" 0 0 0.0104025798398003 0.0183016105417277 0 0
"концу" 0 0.0187213329589067 0 0 0 0
"копии" 0 0.02808199943836 0 0 0 0
"коридоре" 0 0 0 0 0 0.010339123242349
"коробки" 0 0 0 0 0 0.010339123242349
"коробку" 0 0 0 0.0183016105417277 0.0127567291746396 0
"кости" 0 0 0 0 0 0.010339123242349
"кот" 0 0.0187213329589067 0 0 0 0
"которая" 0.0534616412723871 0.02808199943836 0.0520128991990014 0.0366032210834553 0.0255134583492792 0.0310173697270471
"которого" 0.0133654103180968 0 0.0520128991990014 0.0183016105417277 0.0255134583492792 0.0310173697270471
"которое" 0.0133654103180968 0 0 0 0 0.0206782464846981
"которой" 0.0400962309542903 0.0187213329589067 0.0208051596796005 0 0.0255134583492792 0.0516956162117452
"котором" 0 0 0 0 0 0.0206782464846981
"которую" 0.0400962309542903 0.00936066647945334 0.0312077395194008 0.0183016105417277 0.0127567291746396 0
"которые" 0.0133654103180968 0.0655246653561734 0.0416103193592011 0.0183016105417277 0.0255134583492792 0.010339123242349
"который" 0.0133654103180968 0.02808199943836 0.104025798398003 0.128111273792094 0.0892971042224774 0.010339123242349
"которым" 0 0 0.0104025798398003 0 0 0
"которыми" 0 0 0 0 0.0127567291746396 0.010339123242349
"которых" 0.0400962309542903 0.0468033323972667 0.0416103193592011 0 0 0.010339123242349
"кофе" 0 0.0187213329589067 0.0104025798398003 0 0.0255134583492792 0.010339123242349
"кошмары" 0.0133654103180968 0 0 0 0 0
"крайней" 0.0534616412723871 0 0.0208051596796005 0.0183016105417277 0 0
"красного" 0 0 0 0 0 0.010339123242349
"красный" 0 0.00936066647945334 0 0 0 0
"крепко" 0 0.00936066647945334 0 0 0 0
"кресло" 0 0.00936066647945334 0 0 0 0
"крик" 0 0 0.0208051596796005 0 0 0
"кричали" 0 0 0 0 0 0.010339123242349
"кричит" 0 0 0.0104025798398003 0 0 0
"кровавые" 0 0 0.0104025798398003 0 0 0
"кровати" 0 0.0187213329589067 0.0104025798398003 0 0.0127567291746396 0.0206782464846981
"кроватью" 0 0 0 0.0183016105417277 0.0127567291746396 0
"крови" 0.0133654103180968 0.02808199943836 0.0104025798398003 0 0.0382701875239189 0
"кровотечение" 0 0 0 0 0.0127567291746396 0
"кровь" 0 0.0187213329589067 0 0 0.0510269166985585 0
"кровью" 0 0 0.0208051596796005 0 0.0127567291746396 0
"кроме" 0 0 0 0.054904831625183 0 0.010339123242349
"крыльца" 0 0.00936066647945334 0 0 0 0
"крышка" 0 0.00936066647945334 0 0 0 0
"кто" 0.267308206361935 0.318262660301413 0.520128991990014 0.219619326500732 0.280648041842072 0.506617038875103
"куда" 0.0133654103180968 0.0748853318356267 0.0624154790388016 0.054904831625183 0.102053833397117 0.0413564929693962
"купила" 0 0.00936066647945334 0 0 0 0
"купить" 0.0133654103180968 0.0187213329589067 0.0104025798398003 0 0.0127567291746396 0
"курс" 0 0 0 0 0.0127567291746396 0
"кусочки" 0 0.00936066647945334 0.0104025798398003 0 0 0
"кухню" 0 0 0 0 0 0.010339123242349
"куча" 0 0 0 0.0183016105417277 0.0127567291746396 0
"кучи" 0 0.00936066647945334 0 0 0 0
"ладно" 0.0801924619085806 0.121688664232893 0.0104025798398003 0.109809663250366 0.191350937619594 0.0516956162117452
"лбу" 0 0.00936066647945334 0 0 0 0
"легенду" 0 0 0 0 0 0.0206782464846981
"легко" 0.0133654103180968 0 0.0416103193592011 0.0183016105417277 0.0382701875239189 0
"легче" 0 0 0 0 0.0255134583492792 0
"лед" 0 0.00936066647945334 0 0 0 0
"ледяной" 0 0 0 0 0 0.010339123242349
"лежит" 0 0.00936066647945334 0 0.0183016105417277 0.0382701875239189 0
"лента" 0 0.00936066647945334 0 0 0 0
"лесах" 0 0.00936066647945334 0 0 0 0
"лестнице" 0 0 0 0 0.0127567291746396 0.010339123242349
"лестницы" 0 0.0187213329589067 0 0 0 0.010339123242349
"лет" 0.0400962309542903 0.0187213329589067 0.0208051596796005 0.109809663250366 0.0382701875239189 0.0206782464846981
"лжец" 0 0 0 0.0183016105417277 0 0
"ли" 0.0801924619085806 0.149770663671253 0.176843857276605 0.128111273792094 0.0892971042224774 0.0723738626964433
"либо" 0 0.0187213329589067 0.0208051596796005 0 0.0382701875239189 0
"линии" 0 0 0 0 0.0127567291746396 0
"линия" 0 0 0 0 0 0.010339123242349
"листок" 0 0 0 0 0 0.010339123242349
"лица" 0.0267308206361935 0.0187213329589067 0.0104025798398003 0.0183016105417277 0 0.0206782464846981
"лице" 0 0 0 0 0.0127567291746396 0
"лицо" 0 0.05616399887672 0.0208051596796005 0 0.0382701875239189 0.0620347394540943
"лицом" 0 0 0.0104025798398003 0 0.0382701875239189 0.0206782464846981
"лично" 0 0 0 0.0183016105417277 0.0255134583492792 0.010339123242349
"личного" 0 0 0.0104025798398003 0.0183016105417277 0 0
"лишь" 0.0267308206361935 0.1404099971918 0.0624154790388016 0.0183016105417277 0.0127567291746396 0.10339123242349
"лоб" 0 0 0.0104025798398003 0 0 0
"ложь" 0 0.00936066647945334 0 0 0 0.0206782464846981
"лондон" 0 0 0 0.0183016105417277 0 0
"лос" 0 0.00936066647945334 0 0 0 0
"лосей" 0 0.00936066647945334 0 0 0 0
"лучше" 0.0801924619085806 0.08424599831508 0.0416103193592011 0.054904831625183 0.0255134583492792 0.0516956162117452
"лучшее" 0 0 0 0 0.0127567291746396 0.010339123242349
"лучшие" 0.0133654103180968 0 0.0208051596796005 0 0.0127567291746396 0
"лучший" 0.0133654103180968 0.02808199943836 0.0104025798398003 0 0.0382701875239189 0
"лучшими" 0 0 0.0104025798398003 0 0 0
"любви" 0.0267308206361935 0.00936066647945334 0 0 0 0.010339123242349
"любил" 0 0 0 0 0 0.0206782464846981
"любили" 0 0 0 0 0 0.010339123242349
"любит" 0.0267308206361935 0 0.0104025798398003 0.0183016105417277 0 0.010339123242349
"любить" 0 0 0.0104025798398003 0 0 0
"любишь" 0 0 0 0.0183016105417277 0.0127567291746396 0
"люблю" 0.0668270515904838 0 0.0104025798398003 0.054904831625183 0.0255134583492792 0.0516956162117452
"любовь" 0 0.02808199943836 0.0208051596796005 0.054904831625183 0 0
"любовью" 0 0.00936066647945334 0 0 0 0
"любого" 0 0 0 0 0 0.010339123242349
"любое" 0.0133654103180968 0 0 0 0.0127567291746396 0
"любой" 0.0133654103180968 0.0187213329589067 0 0.0183016105417277 0.0127567291746396 0
"любом" 0 0 0 0 0 0.010339123242349
"любят" 0.0267308206361935 0 0 0 0 0
"людей" 0.0668270515904838 0.0468033323972667 0.0312077395194008 0 0.0637836458731981 0.0206782464846981
"люди" 0.0534616412723871 0.121688664232893 0.0416103193592011 0.0732064421669107 0.0510269166985585 0.0723738626964433
"людьми" 0.0400962309542903 0 0.0104025798398003 0 0.0127567291746396 0.010339123242349
"людям" 0.0133654103180968 0 0.0416103193592011 0 0.0255134583492792 0.010339123242349
"магазин" 0 0 0 0.0183016105417277 0.0127567291746396 0
"магазине" 0 0 0 0.0183016105417277 0 0
"маленькая" 0.0267308206361935 0 0 0 0 0
"маленькие" 0 0.0187213329589067 0.0104025798398003 0 0 0
"маленький" 0 0 0 0.0183016105417277 0 0
"маленьким" 0 0 0.0104025798398003 0 0 0
"маленьких" 0 0 0.0104025798398003 0 0 0
"маленьком" 0 0 0 0.0183016105417277 0 0
"маленькую" 0 0 0.0104025798398003 0 0 0
"мало" 0.0267308206361935 0.00936066647945334 0 0 0.0255134583492792 0.010339123242349
"мама" 0.0133654103180968 0 0 0 0.0255134583492792 0.010339123242349
"марла" 0 0.22465599550688 0 0 0 0
"марле" 0 0.00936066647945334 0 0 0 0
"марлой" 0 0.0187213329589067 0 0 0 0
"марлу" 0 0.02808199943836 0 0 0 0
"марлы" 0 0.0187213329589067 0 0 0 0
"масла" 0 0.00936066647945334 0 0 0 0
"мать" 0 0.11232799775344 0 0 0.0637836458731981 0.010339123242349
"машин" 0.0133654103180968 0.0187213329589067 0 0 0 0
"машина" 0.0133654103180968 0.0374426659178133 0.0832206387184022 0 0 0
"машине" 0.0133654103180968 0 0.0624154790388016 0 0.0255134583492792 0
"машину" 0.0133654103180968 0 0.0832206387184022 0.0366032210834553 0 0.010339123242349
"машины" 0 0.0374426659178133 0.0520128991990014 0.0366032210834553 0.0255134583492792 0
"мебели" 0 0.00936066647945334 0 0 0 0
"мебель" 0 0.0187213329589067 0 0 0.0127567291746396 0
"медитация" 0 0.00936066647945334 0 0 0 0
"медленно" 0 0 0 0 0.0382701875239189 0
"между" 0.0267308206361935 0.02808199943836 0 0.054904831625183 0.0382701875239189 0.0310173697270471
"менее" 0.0133654103180968 0 0.0104025798398003 0 0 0
"меньше" 0.0267308206361935 0.00936066647945334 0 0.0183016105417277 0.0127567291746396 0
"меня" 0.721732157177225 0.823738650191894 0.925829605742224 0.951683748169839 0.484755708636306 0.661703887510339
"мере" 0.0400962309542903 0 0.0208051596796005 0.0366032210834553 0.0127567291746396 0
"мертвым" 0 0 0 0 0.0255134583492792 0
"мертвых" 0 0.00936066647945334 0 0 0 0
"меры" 0 0 0 0 0 0.010339123242349
"места" 0.0267308206361935 0.0187213329589067 0.0104025798398003 0.0183016105417277 0.0255134583492792 0
"местах" 0 0.0187213329589067 0 0.0183016105417277 0.0127567291746396 0.0206782464846981
"месте" 0.0133654103180968 0.0468033323972667 0.0104025798398003 0.0366032210834553 0.0510269166985585 0.010339123242349
"место" 0.0267308206361935 0.02808199943836 0.0312077395194008 0.0732064421669107 0.0255134583492792 0.0723738626964433
"месяц" 0 0.0187213329589067 0.0312077395194008 0 0.0127567291746396 0
"месяца" 0.0133654103180968 0.02808199943836 0.0104025798398003 0 0.0255134583492792 0.010339123242349
"месяцев" 0.0133654103180968 0.00936066647945334 0 0 0 0.0206782464846981
"метлой" 0 0.00936066647945334 0 0 0 0
"миг" 0 0.00936066647945334 0 0 0 0
"миль" 0.0267308206361935 0.00936066647945334 0 0 0.0127567291746396 0.010339123242349
"мимо" 0 0.00936066647945334 0 0.0366032210834553 0 0.010339123242349
"минимум" 0.0133654103180968 0.00936066647945334 0 0 0 0
"миновать" 0 0 0 0 0 0.010339123242349
"минут" 0.0400962309542903 0.0187213329589067 0.0416103193592011 0.054904831625183 0.0637836458731981 0
"минуту" 0.0133654103180968 0 0.0416103193592011 0 0.0255134583492792 0.0413564929693962
"минуты" 0 0.0374426659178133 0 0 0.0127567291746396 0
"мир" 0.0534616412723871 0.0374426659178133 0.0416103193592011 0.0183016105417277 0.0382701875239189 0.0310173697270471
"мира" 0.0133654103180968 0 0.0104025798398003 0 0 0
"мире" 0.0400962309542903 0.0187213329589067 0.0104025798398003 0 0.0127567291746396 0.0413564929693962
"мистер" 0.120288692862871 0.05616399887672 0.0936232185582024 0.530746705710103 0 0.0413564929693962
"мне" 0.708366746859129 0.767574651315174 0.873816706543223 0.841874084919473 0.637836458731981 0.641025641025641
"мнению" 0 0.00936066647945334 0.0104025798398003 0 0 0
"многие" 0 0.0187213329589067 0 0 0 0
"много" 0.0534616412723871 0.0468033323972667 0.0624154790388016 0.054904831625183 0.0382701875239189 0.0723738626964433
"мной" 0.133654103180968 0.05616399887672 0.0832206387184022 0.0732064421669107 0.0892971042224774 0.0310173697270471
"мог" 0.133654103180968 0.0655246653561734 0.176843857276605 0.054904831625183 0.0637836458731981 0.0620347394540943
"могли" 0.0400962309542903 0 0.0208051596796005 0.0183016105417277 0.0255134583492792 0.0206782464846981
"могло" 0 0.00936066647945334 0 0 0 0
"могу" 0.360866078588613 0.131049330712347 0.249661916155206 0.0732064421669107 0.165837479270315 0.0620347394540943
"могут" 0.133654103180968 0 0.0312077395194008 0 0 0.0827129859387924
"модель" 0 0.00936066647945334 0 0 0 0
"мое" 0 0.02808199943836 0 0.0183016105417277 0.0382701875239189 0
"моего" 0.0801924619085806 0.0187213329589067 0.0416103193592011 0 0.0127567291746396 0.010339123242349
"моей" 0.0400962309542903 0.05616399887672 0.114428378237803 0.054904831625183 0.0255134583492792 0.010339123242349
"моем" 0 0.00936066647945334 0 0 0.0127567291746396 0
"моему" 0 0.00936066647945334 0 0.054904831625183 0.0255134583492792 0
"можем" 0.0133654103180968 0 0.0520128991990014 0 0.0892971042224774 0.010339123242349
"может" 0.481154771451484 0.0936066647945334 0.260064495995007 0.274524158125915 0.267891312667432 0.0723738626964433
"можете" 0.0400962309542903 0 0 0.0366032210834553 0.0127567291746396 0.0516956162117452
"можешь" 0.106923282544774 0.0655246653561734 0.135233537917404 0.0732064421669107 0.127567291746396 0.010339123242349
"можно" 0.0801924619085806 0.102967331273987 0.0416103193592011 0.054904831625183 0.114810562571757 0.0827129859387924
"мозг" 0 0.0187213329589067 0.0104025798398003 0 0.0127567291746396 0.0413564929693962
"мозга" 0.0267308206361935 0.0187213329589067 0.0312077395194008 0 0 0
"мозги" 0.0133654103180968 0 0.0208051596796005 0 0 0.0206782464846981
"мои" 0.0400962309542903 0.05616399887672 0.0520128991990014 0.0732064421669107 0.0255134583492792 0.0413564929693962
"моим" 0.0267308206361935 0 0.0416103193592011 0.0732064421669107 0.0510269166985585 0.0413564929693962
"моих" 0.0133654103180968 0.0374426659178133 0.0104025798398003 0.0183016105417277 0.0255134583492792 0
"мой" 0.133654103180968 0.0748853318356267 0.135233537917404 0.31112737920937 0.114810562571757 0.165425971877585
"молод" 0.0133654103180968 0.0187213329589067 0 0 0 0
"момент" 0.0133654103180968 0.02808199943836 0 0.054904831625183 0 0
"море" 0 0 0.0208051596796005 0 0 0.0206782464846981
"моррис" 0 0.00936066647945334 0 0 0 0
"мотеля" 0 0 0.0520128991990014 0 0 0
"мочи" 0 0 0 0 0.0255134583492792 0
"мочу" 0 0.00936066647945334 0 0 0 0
"мою" 0.0133654103180968 0 0.0728180588786019 0.0366032210834553 0 0.0206782464846981
"моя" 0.147019513499064 0.05616399887672 0.156038697597004 0.0732064421669107 0.0510269166985585 0.124069478908189
"мужчин" 0 0.0468033323972667 0 0 0 0
"мужчина" 0 0.00936066647945334 0.0728180588786019 0 0 0
"мужчинами" 0 0.00936066647945334 0 0 0 0
"музыка" 0 0 0 0 0 0.010339123242349
"мусор" 0.0133654103180968 0.00936066647945334 0 0 0 0
"мы" 0.521251002405774 0.692689319479547 0.436908353271611 0.603953147877013 1.07156525066973 0.816790736145575
"мыла" 0 0.0468033323972667 0 0 0 0
"мыло" 0 0.0468033323972667 0 0 0 0
"мяса" 0 0.00936066647945334 0 0 0.0127567291746396 0
"на" 1.05586741512964 1.25432930824675 0.75938832830542 0.713762811127379 1.42875366755964 0.837468982630273
"набор" 0.0133654103180968 0 0.0312077395194008 0 0 0
"наверное" 0.147019513499064 0.00936066647945334 0.0520128991990014 0.0915080527086384 0.0255134583492792 0
"наверху" 0 0 0 0.0183016105417277 0 0
"навсегда" 0 0 0 0.0183016105417277 0 0.010339123242349
"над" 0.120288692862871 0.00936066647945334 0.0208051596796005 0 0.0765403750478377 0.11373035566584
"надвигается" 0 0 0 0 0 0.010339123242349
"надеюсь" 0 0 0.0312077395194008 0 0.0127567291746396 0.0206782464846981
"надо" 0.0267308206361935 0.159131330150707 0.0208051596796005 0.201317715959004 0.0765403750478377 0.0516956162117452
"надолго" 0 0 0 0.0183016105417277 0 0.010339123242349
"назад" 0.0133654103180968 0.05616399887672 0.0208051596796005 0.109809663250366 0.0637836458731981 0.10339123242349
"назвал" 0 0.00936066647945334 0 0.0366032210834553 0 0.010339123242349
"названия" 0 0.0187213329589067 0 0 0 0
"назвать" 0 0 0.0104025798398003 0 0.0127567291746396 0
"называет" 0 0 0 0 0.0127567291746396 0
"называется" 0 0 0 0.0183016105417277 0 0
"называть" 0.0133654103180968 0.00936066647945334 0 0.0183016105417277 0.0127567291746396 0
"называют" 0.0133654103180968 0.0187213329589067 0 0 0 0.010339123242349
"найдем" 0 0 0 0.0183016105417277 0 0
"найти" 0.0400962309542903 0 0.104025798398003 0.0183016105417277 0.0127567291746396 0.0620347394540943
"наконец" 0.0267308206361935 0 0.0104025798398003 0.0183016105417277 0.0127567291746396 0
"нам" 0.133654103180968 0.131049330712347 0.0416103193592011 0.128111273792094 0.140324020921036 0.248138957816377
"нами" 0.0133654103180968 0.00936066647945334 0.0104025798398003 0.054904831625183 0.0255134583492792 0.0206782464846981
"наоборот" 0 0.00936066647945334 0.0104025798398003 0 0 0.010339123242349
"напалм" 0 0.00936066647945334 0 0 0 0
"написано" 0 0.00936066647945334 0.0208051596796005 0.0366032210834553 0.0382701875239189 0.010339123242349
"наплевать" 0 0.0187213329589067 0 0 0.0382701875239189 0
"наполнил" 0 0 0 0 0 0.0206782464846981
"напоминает" 0 0 0 0 0.0127567291746396 0
"направлении" 0 0 0 0 0.0127567291746396 0
"направленной" 0 0.00936066647945334 0 0 0 0
"например" 0.0400962309542903 0.02808199943836 0.0312077395194008 0 0.0127567291746396 0.010339123242349
"напротив" 0 0 0.0104025798398003 0 0.0127567291746396 0
"наркотиками" 0 0 0.0832206387184022 0 0.0255134583492792 0
"наружу" 0 0 0 0 0 0.010339123242349
"нарушил" 0 0.00936066647945334 0 0.0183016105417277 0 0
"нас" 0.187115744453355 0.30890199382196 0.0416103193592011 0.109809663250366 0.433728791937747 0.258478081058726
"насквозь" 0 0 0.0104025798398003 0 0 0
"насколько" 0.0267308206361935 0 0 0 0 0.010339123242349
"настанет" 0 0.00936066647945334 0 0 0 0
"настолько" 0 0 0.0104025798398003 0 0.0127567291746396 0
"настоящая" 0 0 0 0 0 0.0206782464846981
"настоящее" 0 0 0 0.0183016105417277 0.0127567291746396 0
"настоящему" 0.0133654103180968 0.00936066647945334 0.0208051596796005 0.0183016105417277 0 0
"настоящие" 0 0 0.0104025798398003 0 0 0
"настоящий" 0.0267308206361935 0 0.0104025798398003 0 0 0
"настоящим" 0 0 0.0104025798398003 0 0 0
"наступит" 0 0.00936066647945334 0 0 0 0
"насчет" 0 0.02808199943836 0 0.0366032210834553 0 0
"натрия" 0 0 0 0 0 0.010339123242349
"научиться" 0 0 0.0416103193592011 0 0 0
"находится" 0.0267308206361935 0 0 0 0.0127567291746396 0.0413564929693962
"находятся" 0 0 0 0 0.0127567291746396 0
"начал" 0 0.00936066647945334 0.0208051596796005 0.0183016105417277 0 0
"начала" 0 0 0 0.0366032210834553 0.0382701875239189 0.0206782464846981
"начали" 0 0.00936066647945334 0.0104025798398003 0 0 0
"началось" 0 0 0 0 0 0.010339123242349
"начальник" 0 0.00936066647945334 0 0.0366032210834553 0 0.0310173697270471
"начальника" 0 0 0 0 0 0.0516956162117452
"начинает" 0 0 0.0104025798398003 0.0183016105417277 0 0
"начинается" 0.0133654103180968 0.0187213329589067 0 0.0183016105417277 0.0127567291746396 0
"начинаю" 0.0133654103180968 0 0 0 0 0
"начнет" 0 0.00936066647945334 0 0 0 0
"начнут" 0 0 0.0104025798398003 0 0 0
"наш" 0 0.02808199943836 0.0104025798398003 0.0366032210834553 0.0127567291746396 0.0310173697270471
"наша" 0 0.0468033323972667 0 0 0.0127567291746396 0.010339123242349
"наше" 0.0133654103180968 0 0 0 0.0127567291746396 0
"нашего" 0 0.0187213329589067 0 0 0.0382701875239189 0.010339123242349
"нашей" 0 0.00936066647945334 0 0.0183016105417277 0 0.010339123242349
"нашел" 0 0.0748853318356267 0.0312077395194008 0 0.0127567291746396 0
"нашем" 0 0 0 0 0 0.0206782464846981
"наши" 0.0668270515904838 0.0374426659178133 0.0104025798398003 0.054904831625183 0.0382701875239189 0.010339123242349
"нашли" 0 0.00936066647945334 0.0416103193592011 0 0.114810562571757 0.0620347394540943
"нашу" 0 0 0.0104025798398003 0 0 0
"не" 2.68644747393745 3.00477393990452 3.13117653177988 3.14787701317716 2.80648041842072 2.55376344086022
"небоскреба" 0 0.00936066647945334 0 0 0 0
"неважно" 0 0 0 0.0366032210834553 0 0
"невозможно" 0 0 0.0104025798398003 0 0 0.0516956162117452
"него" 0.133654103180968 0.0468033323972667 0.124830958077603 0.0915080527086384 0.306161500191351 0.11373035566584
"неделе" 0 0 0.0104025798398003 0 0 0
"недели" 0 0.0187213329589067 0 0 0.0255134583492792 0.0310173697270471
"недель" 0.0133654103180968 0.02808199943836 0 0 0.0127567291746396 0
"неделю" 0.0133654103180968 0.0374426659178133 0.0104025798398003 0.0183016105417277 0 0.010339123242349
"нее" 0 0.05616399887672 0 0.0183016105417277 0.0255134583492792 0
